geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
2460,-23.48992454287613,-46.63668468457495,são paulo,SP
24710,-22.8215814479909,-43.00046150080836,sao goncalo,RJ
89874,-26.775485089341803,-53.19693132041398,maravilha,SC
90020,-30.031255623925205,-51.22584037800803,porto alegre,RS
78850,-15.559203467188835,-54.297240526546936,primavera do leste,MT
12412,-22.956731350151628,-45.4602539986787,pindamonhangaba,SP
29046,-20.289644873997325,-40.3108768971666,vitoria,ES
4162,-23.62752053175453,-46.60718408935589,sao paulo,SP
16800,-21.13510727738068,-51.0968544508256,mirandopolis,SP
60120,-3.75889813266778,-38.50856775229382,fortaleza,CE
15014,-20.822784375949333,-49.38244046962123,sao jose do rio preto,SP
53530,-7.916955310216419,-34.92060440131696,abreu e lima,PE
82025,-25.40057385345376,-49.310679828899495,curitiba,PR
59500,-5.109879458498,-36.63237202075098,macau,RN
28024,-21.77780632412186,-41.31538569791763,campos dos goytacazes,RJ
34000,-20.024051197803136,-43.82183021156384,nova lima,MG
19570,-22.21397658479596,-51.29995658017501,regente feijo,SP
19600,-22.226628443888902,-50.89346533608852,rancharia,SP
18087,-23.45013437968148,-47.37815445198796,sorocaba,SP
29092,-20.24326008444817,-40.27218029764256,vitoria,ES
89900,-26.75069857150826,-53.4985983190039,sao miguel do oeste,SC
49025,-10.93434047241596,-37.0618866542792,aracaju,SE
2079,-23.49966171550586,-46.601185829591984,sao paulo,SP
87705,-23.07795131796064,-52.44482495651796,paranavaí,PR
40140,-13.00825234129234,-38.52602102102067,salvador,BA
80610,-25.46571175714125,-49.28353987330483,curitiba,PR
2712,-23.504903077990647,-46.67707049278663,sao paulo,SP
92200,-29.942139206763287,-51.18319100083672,canoas,RS
24451,-22.83563512107761,-43.00989848175705,sao goncalo,RJ
5410,-23.552873884269104,-46.67575671746776,sao paulo,SP
24220,-22.899419999999992,-43.09270199999999,niteroi,RJ
4710,-23.62960439578164,-46.6956889000808,sao paulo,SP
36800,-20.7178868720372,-42.03821232958954,carangola,MG
25610,-22.50621108807165,-43.17742890218152,petropolis,RJ
99072,-28.267860304171062,-52.40453052957452,passo fundo,RS
4124,-23.598503308355927,-46.62130618942238,sao paulo,SP
5875,-23.695830427828263,-46.78489712188007,sao paulo,SP
70254,-15.820762857161284,-47.90108655955913,brasilia,DF
89227,-26.26851181386514,-48.82083739362771,joinville,SC
3803,-23.499022054677127,-46.48647143158865,sao paulo,SP
3651,-23.523726520399336,-46.52121948389985,sao paulo,SP
5836,-23.64502847821569,-46.73694250582838,sao paulo,SP
13212,-23.18221442488915,-46.99514875235321,jundiai,SP
79560,-18.791374877112485,-52.6175503959778,chapadao do sul,MS
87880,-22.94257325390076,-52.68593957370511,guairaca,PR
30610,-19.956844026371943,-44.00652619386577,belo horizonte,MG
28613,-22.28582371318388,-42.53214211308511,nova friburgo,RJ
35547,-20.56204274595271,-44.87166598342762,carmo da mata,MG
12070,-23.00960188645581,-45.542688180030765,taubaté,SP
4472,-23.697350674227582,-46.638994621728536,são paulo,SP
17211,-22.31160755813957,-48.53540819401,jau,SP
28070,-21.725970926289328,-41.324372910251945,campos dos goytacazes,RJ
39705,-18.55899604689521,-42.76551884890039,sao joao evangelista,MG
2752,-23.494665310577624,-46.68139914723872,sao paulo,SP
52041,-8.03152006855559,-34.88878957201804,recife,PE
79950,-23.069461095345098,-54.2101271321114,navirai,MS
8472,-23.57342683283809,-46.399793805349965,sao paulo,SP
21061,-22.863787837353595,-43.26862564377628,rio de janeiro,RJ
88032,-27.56246406327547,-48.49975961365343,florianópolis,SC
57680,-9.647090489826454,-36.21243346765909,boca da mata,AL
28380,-21.04222147016946,-41.97394801657613,natividade,RJ
41740,-12.969313727913049,-38.41125674397629,salvador,BA
16400,-21.68000742215358,-49.76053699209415,lins,SP
74605,-16.677032509678444,-49.24204405053858,goiania,GO
22793,-22.9996765434244,-43.37751982944775,rio de janeiro,RJ
39635,-16.617969925935853,-42.18298731129335,coronel murta,MG
69317,2.8482389999999977,-60.74470575,boa vista,RR
60055,-3.746063713572623,-38.52203731057761,fortaleza,CE
22770,-22.93624823091353,-43.36292805369617,rio de janeiro,RJ
23017,-22.913019303912524,-43.52490297071385,rio de janeiro,RJ
31155,-19.871580478215684,-43.93311239840736,belo horizonte,MG
17017,-22.344397982803315,-49.06332935013555,bauru,SP
54440,-8.190545817974249,-34.91958042616843,jaboatao dos guararapes,PE
29043,-20.28337505315452,-40.33623386814392,vitoria,ES
99054,-28.263947870349185,-52.37725635575562,passo fundo,RS
9854,-23.762447499175423,-46.59858898399447,sao bernardo do campo,SP
9820,-23.73331431678664,-46.55864509401287,sao bernardo do campo,SP
24350,-22.956028708753045,-43.07170100430319,niterói,RJ
48960,-10.26018674487258,-40.18969638133862,jaguarari,BA
65200,-2.5260768188035527,-45.08969633798662,pinheiro,MA
4076,-23.606332649171968,-46.65462545239199,sao paulo,SP
47655,-13.62063515171787,-44.470133133110345,jaborandi,BA
58038,-7.101593098534211,-34.838933630734545,joao pessoa,PB
35500,-20.134030718635763,-44.86890130351277,divinópolis,MG
18610,-22.85361600305842,-48.4432940276127,botucatu,SP
73900,-14.09303950121582,-46.36579239732042,posse,GO
11661,-23.625690997267355,-45.39133998214918,caraguatatuba,SP
51030,-8.135534881210686,-34.90413442492354,recife,PE
75801,-17.886202114406263,-51.71926241699847,jataí,GO
89201,-26.301782472387305,-48.85334356702637,joinville,SC
95012,-29.170874356668584,-51.21893179838591,caxias do sul,RS
55200,-8.366175072657217,-36.69352288768051,pesqueira,PE
88704,-28.48183710701313,-49.02139862561551,tubarao,SC
36016,-21.770934894252427,-43.35193676325808,juiz de fora,MG
36309,-21.142459739329624,-44.27326523790087,são joão del rei,MG
91450,-30.04842175282011,-51.13069623034173,porto alegre,RS
82515,-25.392371585059784,-49.232296513330205,curitiba,PR
95680,-29.37017016447029,-50.80227599594432,canela,RS
4254,-23.619529113536665,-46.59372816543646,sao paulo,SP
5706,-23.626765929234484,-46.72410145754069,sao paulo,SP
12309,-23.312653376074792,-45.96090741104507,jacareí,SP
40296,-12.993660479195563,-38.47733023104625,salvador,BA
5568,-23.591677777684808,-46.78603499639331,são paulo,SP
75828,-18.39755495946779,-52.66549920904997,chapadao do ceu,GO
77760,-8.051102952464124,-48.49098142453018,colinas do tocantins,TO
30882,-19.87869812291198,-44.0056774789514,belo horizonte,MG
3977,-23.619561611431727,-46.49090206702638,sao paulo,SP
22461,-22.95921570690752,-43.20351145848017,rio de janeiro,RJ
8599,-23.4649280592776,-46.346825245395664,itaquaquecetuba,SP
38440,-18.64880533696199,-48.19600898325937,araguari,MG
37132,-21.431421346036643,-45.956677492817626,alfenas,MG
83406,-25.3475656187099,-49.190979088974906,colombo,PR
89801,-27.09372011348179,-52.60957608026067,chapeco,SC
22250,-22.93885904746377,-43.17549339800333,rio de janeiro,RJ
22713,-22.92484922540696,-43.38943773232147,rio de janeiro,RJ
83060,-25.491510972729703,-49.14176653178594,sao jose dos pinhais,PR
20520,-22.923610071614004,-43.22957940605343,rio de janeiro,RJ
97700,-29.1946364901992,-54.87205841327916,santiago,RS
29216,-20.65039497618173,-40.48982961215805,guarapari,ES
11443,-23.983071107068,-46.200358078984245,guaruja,SP
5142,-23.49446602192853,-46.72630144157195,sao paulo,SP
4542,-23.58621270275258,-46.6763509735125,são paulo,SP
11708,-24.06365430761923,-46.55655670673988,praia grande,SP
35740,-19.78396860682544,-44.31395118797306,esmeraldas,MG
36016,-21.7701620044434,-43.353778132812,juiz de fora,MG
91260,-30.034594277499263,-51.13095250638945,porto alegre,RS
13076,-22.87826638011179,-47.05616960687637,campinas,SP
96180,-30.87268105995132,-51.81511840393643,camaquã,RS
88130,-27.62859569086636,-48.64629706763675,palhoça,SC
70077,-15.79076666296478,-47.8844391881036,brasilia,DF
90460,-30.03819458174156,-51.18037663168683,porto alegre,RS
28911,-22.880267896330217,-42.04457195281999,cabo frio,RJ
1046,-23.54510615208616,-46.64381018541167,sao paulo,SP
85260,-24.52262200616243,-51.666988828003376,manoel ribas,PR
15085,-20.840885432202327,-49.382340619858695,sao jose do rio preto,SP
11542,-23.913316998765783,-46.46710649481627,cubatao,SP
8071,-23.491796605603348,-46.45726856924807,são paulo,SP
1409,-23.55910483957529,-46.655777901206,sao paulo,SP
4631,-23.63198869386578,-46.66611696364472,sao paulo,SP
58040,-7.1308266283686015,-34.86321489800334,joao pessoa,PB
35620,-19.157939494677603,-45.44717340634206,abaete,MG
87820,-23.38300534930162,-52.9405585341514,cidade gaucha,PR
35930,-19.813858458909944,-43.19909100070161,joao monlevade,MG
19260,-22.290437381274,-51.910314203352016,mirante do paranapanema,SP
35053,-18.85695320141478,-41.96206603963024,governador valadares,MG
95625,-29.96924315280712,-50.13109461766115,imbe,RS
36600,-21.72426285752921,-43.07164310043143,bicas,MG
41630,-12.937512865947236,-38.3606186858157,salvador,BA
15285,-20.963827623520423,-50.22526769748541,lourdes,SP
7194,-23.44351705438866,-46.50542041326676,guarulhos,SP
98787,-27.862051379116814,-54.45591324176635,santa rosa,RS
84990,-24.14942367665578,-49.81898890448108,arapoti,PR
31360,-19.867683456575605,-44.013473811270096,belo horizonte,MG
21012,-22.820796101060555,-43.28921652381006,rio de janeiro,RJ
11420,-24.00869811019098,-46.27146767124475,guaruja,SP
13211,-23.190860767498027,-46.95273568356567,jundiai,SP
39403,-16.76366258637636,-43.858398868227056,montes claros,MG
18052,-23.539422136694025,-47.481884637905466,sorocaba,SP
26515,-22.82233004636472,-43.42224267140775,nilopolis,RJ
4313,-23.637402744099496,-46.63192362294426,sao paulo,SP
97546,-29.79075878784233,-55.76645542534745,alegrete,RS
55590,-8.442222139332873,-35.01689647238731,ipojuca,PE
5539,-23.57394577629983,-46.7235500553696,sao paulo,SP
1318,-23.555771764343227,-46.639553016612446,sao paulo,SP
30350,-19.942063826533555,-43.945309172918186,belo horizonte,MG
19908,-22.97673813875251,-49.907551426961774,ourinhos,SP
65081,-2.565507949521447,-44.31822897166168,sao luis,MA
3423,-23.547896287264106,-46.54058576074793,sao paulo,SP
9580,-23.642855999999995,-46.56932197446477,sao caetano do sul,SP
11432,-23.989233259150502,-46.27301614945304,guarujá,SP
4736,-23.646694798776625,-46.69861348043737,sao paulo,SP
9450,-23.74443301690396,-46.38484129544298,rio grande da serra,SP
76260,-16.240203113601034,-51.25840749629374,diorama,GO
58038,-7.110268961163237,-34.833226265047095,joao pessoa,PB
18790,-22.937355146256287,-49.338437979837686,oleo,SP
6455,-23.498479776777707,-46.85433862562688,barueri,SP
13402,-22.751607007761617,-47.68006843767683,piracicaba,SP
15460,-20.34223135942413,-49.20100803645316,icem,SP
75800,-17.882384153704603,-51.71773623160132,jatai,GO
81150,-25.51259669608748,-49.30989296295225,curitiba,PR
37200,-21.23649155092621,-45.006248975301496,lavras,MG
76907,-10.863387722938082,-61.94725727620616,ji-parana,RO
4115,-23.58755233083273,-46.62074871233185,são paulo,SP
39740,-18.78308204566239,-42.93778409216128,guanhaes,MG
21331,-22.869231065785623,-43.36245180238331,rio de janeiro,RJ
3681,-23.52307044240868,-46.48578847960067,sao paulo,SP
30310,-19.940603321686115,-43.92861053788448,belo horizonte,MG
78430,-14.453513036354426,-56.79827306504434,nortelandia,MT
22270,-22.95546810323742,-43.195810127676125,rio de janeiro,RJ
17700,-21.78453991893404,-50.88137540791286,osvaldo cruz,SP
78250,-15.245546686504715,-59.3244940536279,pontes e lacerda,MT
13990,-22.180191196645783,-46.75346368583712,espírito santo do pinhal,SP
94820,-29.992981880398183,-51.08010622540262,alvorada,RS
45280,-14.758909310886908,-40.08833924462315,iguai,BA
96570,-30.52905057812433,-53.50277972081348,caçapava do sul,RS
11015,-23.95509562003007,-46.31768829225575,santos,SP
8717,-23.540393043568628,-46.19226746710718,mogi das cruzes,SP
70377,-15.828839999999994,-47.92018049999999,brasilia,DF
9121,-23.682395913563468,-46.505815437137066,santo andre,SP
35050,-18.87870600719521,-41.9678725834188,governador valadares,MG
27940,-22.38664013795053,-41.78527454789355,macae,RJ
68193,-7.033040999999994,-55.427724,novo progresso,PA
42700,-12.89699311656762,-38.32384295184375,lauro de freitas,BA
13630,-21.98554495467224,-47.41880412281256,pirassununga,SP
9190,-23.66812836718799,-46.53284787457422,santo andre,SP
5707,-23.64262640077329,-46.72836310075592,sao paulo,SP
81810,-25.513637417421712,-49.27749534748115,curitiba,PR
6435,-23.53501273403169,-46.88370354231839,barueri,SP
9230,-23.621054865684258,-46.53120856647496,santo andre,SP
84073,-25.05981488980901,-50.1644085874257,ponta grossa,PR
25525,-22.792117500000003,-43.381037249999984,sao joao de meriti,RJ
4821,-23.72423806494892,-46.687786616711854,sao paulo,SP
89278,-26.42555958436081,-49.2436972756118,corupá,SC
38610,-16.35770931831431,-46.89380160202148,unai,MG
3526,-23.550345219545235,-46.50860845115125,sao paulo,SP
2757,-23.48524407022904,-46.68651591978764,sao paulo,SP
14025,-21.20142002641656,-47.8135121637315,ribeirao preto,SP
14550,-20.09015371453758,-47.78867950491443,aramina,SP
95960,-29.239163925386627,-51.8672249626933,encantado,RS
13845,-22.35253598701037,-46.948524516353935,mogi-guacu,SP
96501,-30.039493832377342,-52.89843947503898,cachoeira do sul,RS
12062,-22.992979955053176,-45.53556007545635,taubate,SP
71630,-15.830199705984333,-47.86848289125032,brasilia,DF
18135,-23.545141823281085,-47.12141036628679,sao roque,SP
72140,-15.813200552833456,-48.08185801645344,brasilia,DF
36328,-21.11745369924967,-44.22685250753769,santa cruz de minas,MG
13177,-22.80646507023468,-47.221201359530646,sumare,SP
25214,-22.685202,-43.2595395,duque de caxias,RJ
7081,-23.446878118789314,-46.55149583458365,guarulhos,SP
37170,-21.095240677243343,-45.55464811327392,boa esperanca,MG
19300,-22.01575761249609,-51.55268450630966,presidente bernardes,SP
26051,-22.6917091594736,-43.45553042317109,nova iguaçu,RJ
33025,-19.76732689042165,-43.84340109296373,santa luzia,MG
76270,-15.873497942783446,-50.85268392177801,jussara,GO
21361,-22.8588656014484,-43.329404768221096,rio de janeiro,RJ
21040,-22.855090294217657,-43.25293174603274,rio de janeiro,RJ
24431,-22.829204872286667,-43.09187135719382,sao goncalo,RJ
18540,-23.206115437651224,-47.51346987594812,porto feliz,SP
2310,-23.4719444074384,-46.59864459256161,sao paulo,SP
21371,-22.849755642795323,-43.32472235636795,rio de janeiro,RJ
18055,-23.50462461226844,-47.48738387968147,sorocaba,SP
38307,-18.975040704257285,-49.483597212312425,ituiutaba,MG
89533,-27.277463999999945,-50.357901499999954,sao cristovao do sul,SC
9110,-23.66755400083672,-46.51146444240868,santo andre,SP
13905,-22.70954839465646,-46.81265204134692,amparo,SP
64600,-7.083775631470157,-41.470932772856685,picos,PI
20540,-22.924251501817675,-43.25455094838129,rio de janeiro,RJ
38425,-18.982867544503392,-48.27098856696493,uberlandia,MG
15890,-20.94595979232743,-49.16805022263238,uchoa,SP
11706,-24.049161566189653,-46.531514917710176,praia grande,SP
45652,-14.78560189530225,-39.033937172375175,ilheus,BA
49092,-10.903173590339907,-37.09513766417562,aracaju,SE
92325,-29.90939137996993,-51.220723898003335,canoas,RS
5201,-23.40621445268047,-46.744844537192,sao paulo,SP
39790,-17.994116998750936,-42.38796894007255,agua boa,MG
38444,-18.63543510470248,-48.18090637803762,araguari,MG
4116,-23.593355948092835,-46.62877557536493,sao paulo,SP
5077,-23.51826035581969,-46.72933456702637,sao paulo,SP
64490,-6.238402063494261,-42.6876209547836,regeneracao,PI
18103,-23.41673548404406,-47.41091827684808,sorocaba,SP
58051,-7.149623867332226,-34.83608608006811,joao pessoa,PB
21330,-22.88243323896361,-43.358359086588976,rio de janeiro,RJ
35368,-20.47397449454284,-42.4832320993556,sericita,MG
36420,-20.509182809876428,-43.709027294392286,ouro branco,MG
86380,-23.043968160479224,-50.22718777010368,andira,PR
32900,-20.07706512354081,-44.31164762271731,igarape,MG
8210,-23.54374345563097,-46.457059607793774,sao paulo,SP
38270,-19.538389122956254,-49.48299696546131,campina verde,MG
18080,-23.486318280854707,-47.45624584084698,sorocaba,SP
19042,-22.13404698943357,-51.37585846451317,presidente prudente,SP
90840,-30.06776928310916,-51.22854239884005,porto alegre,RS
5850,-23.661893692480795,-46.7579683971666,sao paulo,SP
60410,-3.7713358184834673,-38.540146772000654,fortaleza,CE
76876,-9.927919541339351,-63.02280509647181,ariquemes,RO
85420,-24.799983439057087,-53.29996650948773,corbelia,PR
2730,-23.498423832361937,-46.69175233236194,sao paulo,SP
75920,-17.813501866864534,-50.608362678727495,santa helena de goias,GO
89930,-26.44854252749316,-53.506205976260496,sao jose do cedro,SC
89840,-26.902115122774543,-52.70434465167087,coronel freitas,SC
38500,-18.720480644683903,-47.518141025831376,monte carmelo,MG
48660,-8.978613330282856,-39.098212124666965,chorrocho,BA
93270,-29.84700657916322,-51.18014889556776,esteio,RS
24755,-22.855777638418093,-43.02136994995964,sao goncalo,RJ
1532,-23.57088934915458,-46.63505281418429,sao paulo,SP
8040,-23.51279007746782,-46.45105096104008,sao paulo,SP
45603,-14.782201904429124,-39.269450067645664,itabuna,BA
24715,-22.792324883820715,-42.99701628034746,sao goncalo,RJ
66060,-1.445959583386338,-48.47422578573489,belem,PA
85950,-24.28718848771832,-53.84590587682205,palotina,PR
91060,-30.00734526340232,-51.14688631626178,porto alegre,RS
80540,-25.40137084041201,-49.26049349901904,curitiba,PR
35720,-19.56524192075399,-44.0682912497531,matozinhos,MG
95720,-29.2637957909393,-51.51974747917771,garibaldi,RS
29330,-20.88842765459956,-40.77756727273676,itapemirim,ES
69093,-3.0169131463338075,-59.99818158097346,manaus,AM
48906,-9.42464952548905,-40.49454147694133,juazeiro,BA
35900,-19.61274630821204,-43.22907576837216,itabira,MG
18105,-23.395774358589648,-47.37859275437128,sorocaba,SP
34300,-20.096122899463133,-43.78740375454147,rio acima,MG
6754,-23.60674299194992,-46.75493149471989,taboao da serra,SP
7600,-23.31706095388008,-46.64219608665592,mairipora,SP
5414,-23.56036891534425,-46.68311702677598,sao paulo,SP
13940,-22.484564121876204,-46.635365897652186,aguas de lindoia,SP
3735,-23.51089592192216,-46.52229240690656,sao paulo,SP
7011,-23.46639492783773,-46.53227390896762,guarulhos,SP
83209,-25.54310182476055,-48.53032552891084,paranagua,PR
4715,-23.63196614764276,-46.70099605078197,são paulo,SP
19815,-22.65117817187729,-50.39913109659087,assis,SP
6680,-23.53480563854408,-46.97729437508415,itapevi,SP
95670,-29.380669262536937,-50.86888938450024,gramado,RS
58052,-7.151536303697832,-34.842202771221416,joao pessoa,PB
44094,-12.27903441445658,-38.98038407291241,feira de santana,BA
74110,-16.681533640451587,-49.26496792761543,goiania,GO
12243,-23.20088169525075,-45.895385315569285,sao jose dos campos,SP
95780,-29.692321218307114,-51.46294846531013,montenegro,RS
12703,-22.583064502353487,-44.98224301038793,cruzeiro,SP
35582,-20.367911804536146,-45.66208029154216,pains,MG
23073,-22.888454237867084,-43.588046341797,rio de janeiro,RJ
26089,-22.69878421021674,-43.51998800161435,nova iguacu,RJ
69301,2.820669869217681,-60.67508798891266,boa vista,RR
18320,-24.51117503959963,-48.84324593753925,apiaí,SP
36031,-21.80771025058796,-43.34531357456269,juiz de fora,MG
18053,-23.506535503750914,-47.51321391618097,sorocaba,SP
13720,-21.605414406992708,-46.91004869569042,sao jose do rio pardo,SP
15500,-20.42811331028881,-49.96689604180663,votuporanga,SP
14882,-21.24413439124595,-48.31886362109077,jaboticabal,SP
78890,-12.552861221325694,-55.73482592939473,sorriso,MT
41720,-12.968958786744237,-38.4289195982767,salvador,BA
79415,-17.577289455488433,-54.75440727411952,sonora,MS
55825,-7.8881447141238,-35.183683869824144,paudalho,PE
89032,-26.90015852622772,-49.12956753344108,blumenau,SC
93125,-29.707670546999964,-51.16915562799994,sao leopoldo,RS
6804,-23.645923439898528,-46.85035066085738,embu das artes,SP
35657,-19.71631082760353,-45.02443485035302,leandro ferreira,MG
6416,-23.487198246445093,-46.89080588266721,barueri,SP
20231,-22.914248019418377,-43.18922170858095,rio de janeiro,RJ
71925,-15.841950421023586,-48.02139907170896,brasilia,DF
5874,-23.70125269400008,-46.789804764720834,são paulo,SP
36570,-20.772955605290527,-42.88797398101088,vicosa,MG
22775,-22.972956517889177,-43.39706327699233,rio de janeiro,RJ
74975,-16.837912698028973,-49.24989205426351,aparecida de goiania,GO
9780,-23.719691891482466,-46.54124206745907,sao bernardo do campo,SP
6434,-23.52584918616947,-46.89217973510674,barueri,SP
12530,-23.06257227703888,-44.96311869903391,cunha,SP
2473,-23.47907171579432,-46.65321008327077,sao paulo,SP
95913,-29.451061489943537,-51.9651781196888,lajeado,RS
4542,-23.587987672773945,-46.67947459838999,sao paulo,SP
14401,-20.534986650607127,-47.38818746896874,franca,SP
21210,-22.84625575265778,-43.3033568679013,rio de janeiro,RJ
39100,-18.237125198602328,-43.59801852628245,diamantina,MG
77016,-10.214571707878054,-48.35895243477675,palmas,TO
14730,-20.90458085054656,-48.63413983941202,monte azul paulista,SP
72215,-15.832686020220956,-48.09066795281775,brasilia,DF
36844,-20.925324335991128,-42.01777348980799,tombos,MG
25060,-22.75785805657801,-43.29938106612149,duque de caxias,RJ
37520,-22.250931261232303,-45.46703792806761,pedralva,MG
4257,-23.633117796790028,-46.59289414446668,sao paulo,SP
4140,-23.6076972850424,-46.63028823105776,sao paulo,SP
12120,-22.99821398825788,-45.545758329101865,tremembé,SP
86200,-23.261241952511487,-51.04720544010329,ibipora,PR
38037,-19.78637510828076,-47.90839389456507,uberaba,MG
8554,-23.51587552400601,-46.36015520621502,poa,SP
9861,-23.71189747936953,-46.58367150000001,sao bernardo do campo,SP
28896,-22.531635450101653,-41.93824968582771,rio das ostras,RJ
15086,-20.84201026343961,-49.38080983693912,sao jose do rio preto,SP
11713,-24.03376103580701,-46.52281049792253,praia grande,SP
48970,-10.459883147954608,-40.1831725820869,senhor do bonfim,BA
35040,-18.892679210665293,-41.96841308010367,governador valadares,MG
35702,-19.469761208877497,-44.2681245691016,sete lagoas,MG
14270,-21.479017355266613,-47.36172400211284,santa rosa de viterbo,SP
14075,-21.132128934214368,-47.79924030238332,ribeirao preto,SP
36035,-21.74659012823271,-43.35357814611285,juiz de fora,MG
2435,-23.48018497085809,-46.64439758021234,sao paulo,SP
6280,-23.51096501359001,-46.761877723700174,osasco,SP
13920,-22.748530278199272,-46.8965417104326,pedreira,SP
90010,-30.02819455646614,-51.23007975382304,porto alegre,RS
5662,-23.61064963113856,-46.72621973397196,sao paulo,SP
66025,-1.4653162542557112,-48.49492784176833,belem,PA
17505,-22.20693642576025,-49.96770252276527,marilia,SP
15600,-20.28003996834021,-50.250092373360886,fernandopolis,SP
15270,-20.806737514069283,-49.95890011612562,macaubal,SP
12630,-22.671098601996665,-45.00661521495761,cachoeira paulista,SP
23573,-22.91247151956261,-43.65538503344107,rio de janeiro,RJ
46740,-12.705754721441645,-41.830122157825066,boninal,BA
74810,-16.700258999999946,-49.24137499999996,goiania,GO
20551,-22.91326812577153,-43.24934755078197,rio de janeiro,RJ
99250,-28.70735219656726,-51.92943683158483,serafina correa,RS
58225,-6.756358961821291,-35.658451572299576,solânea,PB
3111,-23.563378791563267,-46.60324658895493,sao paulo,SP
54520,-8.295531065785621,-35.02840244324539,cabo de santo agostinho,PE
5849,-23.65291005828381,-46.75491097391652,sao paulo,SP
93700,-29.67705338004853,-51.06480000587112,campo bom,RS
17350,-22.51726180783321,-48.5612147866327,igaracu do tiete,SP
6843,-23.68097504437861,-46.862470919992695,embu das artes,SP
19600,-22.22856584260852,-50.88994631997345,rancharia,SP
65380,-3.5453213348749224,-45.6098900399737,bom jardim,MA
6454,-23.496227539856825,-46.8469929988363,barueri,SP
14404,-20.583431557138287,-47.36894646107829,franca,SP
20240,-22.92547723229851,-43.19216524340701,rio de janeiro,RJ
6382,-23.55222077468318,-46.83825328935348,carapicuiba,SP
7142,-23.415119748542907,-46.49673021135092,guarulhos,SP
4456,-23.68698546211553,-46.6774144730798,são paulo,SP
21525,-22.807337866783968,-43.36179724744638,rio de janeiro,RJ
57601,-9.41159178735396,-36.637984817969446,palmeira dos indios,AL
6540,-23.48192988827333,-46.858318479686055,santana de parnaiba,SP
38184,-19.60500800921606,-46.94136904258226,araxa,MG
97590,-30.2552055,-54.9402435,rosário do sul,RS
89257,-26.462442126187707,-49.04405426684694,jaraguá do sul,SC
93022,-29.795814,-51.137052249428464,sao leopoldo,RS
72251,-15.788875499999996,-48.1278645,brasilia,DF
5015,-23.535125611720183,-46.66977895891287,sao paulo,SP
83405,-25.359829545297018,-49.184689680434296,colombo,PR
40425,-12.92815531451038,-38.51485296428063,salvador,BA
18460,-24.11735278002536,-49.34171762316957,itararé,SP
11445,-23.95922391574525,-46.19535802929948,guaruja,SP
29065,-20.272858466305603,-40.2929729577176,vitoria,ES
88200,-27.251760035621835,-48.6484807815325,tijucas,SC
22270,-22.955041947833024,-43.19446226588381,rio de janeiro,RJ
43825,-14.876678921665112,-40.869581532187446,candeias,BA
29101,-20.35194899230264,-40.286149298677394,vila velha,ES
55470,-8.663403036774563,-36.00839195334091,panelas,PE
11020,-23.96756158257828,-46.307418568699816,santos,SP
5417,-23.555263421316862,-46.69558818151651,sao paulo,SP
4206,-23.6009991268394,-46.60283382514856,sao paulo,SP
19470,-21.7750539126579,-52.117718337596266,presidente epitacio,SP
99010,-28.622891976299183,-56.02616663024629,passo fundo,RS
89300,-26.11841557416208,-49.8068926230144,mafra,SC
63475,-5.87992689300919,-38.61735339939516,jaguaribe,CE
38183,-19.585458955064315,-46.94262427638706,araxa,MG
41620,-12.945161409660098,-38.36849604302037,salvador,BA
11320,-23.9719545,-46.36947824999999,sao vicente,SP
8340,-23.618410575076453,-46.46130256549717,sao paulo,SP
14091,-21.190092590339905,-47.78910704593454,ribeirao preto,SP
4232,-23.60576776447571,-46.59874021291678,sao paulo,SP
12501,-22.816083875262592,-45.19570912875218,guaratingueta,SP
1252,-23.540955307519205,-46.67971988773155,sao paulo,SP
45800,-15.86452049620116,-38.87720580255023,belmonte,BA
89217,-26.2855287238444,-48.8699905335853,joinville,SC
88307,-26.92292862260157,-48.67727884728274,itajai,SC
12422,-22.937512441994667,-45.476510950083934,pindamonhangaba,SP
7600,-23.320890239335725,-46.58673098806953,mairiporã,SP
36608,-21.69569569704695,-42.96349115099793,maripa de minas,MG
35450,-20.237549058022395,-43.80544218029847,itabirito,MG
38304,-18.98176819720391,-49.45001447326768,ituiutaba,MG
11990,-25.0242208555441,-47.93032810507613,cananeia,SP
89258,-26.48986457566359,-49.059308933493696,jaraguá do sul,SC
19820,-22.749770055964376,-50.582078915997016,taruma,SP
4162,-23.62662913572619,-46.60440844823705,sao paulo,SP
35059,-18.83310738922244,-41.950002060319896,governador valadares,MG
68180,-4.265101639290822,-55.98325312346403,itaituba,PA
14700,-20.943964803933685,-48.47632639917332,bebedouro,SP
3755,-23.51038097668648,-46.50238274562872,sao paulo,SP
2846,-23.461455300305843,-46.69640370330084,são paulo,SP
72544,-16.008899009914373,-47.99904450424901,brasilia,DF
67133,-1.3548722475634107,-48.40533675693416,ananindeua,PA
30190,-19.92110023951187,-43.94111569233656,belo horizonte,MG
29750,-19.22439769105868,-40.84702780663035,pancas,ES
52061,-8.036834500692482,-34.92173767568815,recife,PE
13295,-23.14905576602804,-47.04884673105775,itupeva,SP
38600,-17.22353157927752,-46.869605467847286,paracatu,MG
12952,-23.1160892267586,-46.59558885596391,atibaia,SP
24800,-22.74178648397684,-42.85292798445719,itaboraí,RJ
12120,-22.996403548992973,-45.54423020413756,tremembe,SP
77816,-7.2030601957226486,-48.23266248985471,araguaina,TO
76807,-8.798284669516086,-63.87729499071027,porto velho,RO
